id;ano_contratacao;titulo;objetivo;grupo_tematico;subgrupo_tematico;tipo_pesquisa;programa;instituicao;sigla_instituicao;uf_instituicao;valor_projeto;status;ano_previsao
217;2020;SARS-CoV-2: potencial papel de mosquitos na disseminação da Covid-19;Investigar os mosquitos como potenciais hospedeiros e vetores do SARS-CoV-2.;Fortalecimento do SUS e Vigilância em Saúde;Epidemiologia;Pesquisa Observacional;PPSUS;Universidade Estadual do Maranhão;UEMA;MA;99834,09;Finalizado;2022
218;2020;Perfil clínico-epidemiológico e itinerário assistencial de óbitos por Covid-19 no maranhão;Analisar o perfil dos óbitos, suas características clínicas-epidemiológicas e comorbidades associadas de pacientes com Covid-19, ocorridos no estado do Maranhão, no período compreendido entre março a agosto de 2020.;Fortalecimento do SUS e Vigilância em Saúde;Epidemiologia;Pesquisa Observacional;PPSUS;Centro de Ensino Unificado do Maranhão;CEUMA;MA;43510;Finalizado;2022
219;2020;Saúde física e mental dos trabalhadores da saúde da atenção básica do município de dourados-ms no contexto da pandemia: subsídios para compreensão do ambiente de trabalho;Investigar aspectos da saúde física e mental, capacidade para o trabalho e processo de enfrentamento dos trabalhadores em saúde da atenção básica que atuam em unidades de atendimento a Covid-19 no município de Dourados, Mato Grosso do Sul - Brasil.;Projetos Transversais;Impactos na Saúde Mental;Pesquisa Observacional;PPSUS;Universidade Estadual de Mato Grosso do Sul;UEMS;MS;23625,85;Finalizado;2022
220;2020;Impacto de ações voltadas para a promoção da aceitabilidade, adesão e cumprimento de medidas de prevenção e controle da Covid-19 no mato grosso do sul;Realizar um diagnóstico situacional e avaliar o impacto de um programa educativo digital voltados para a promoção da aceitabilidade, adesão, cumprimento de medidas de prevenção e controle da Covid-19 no Estado de Mato Grosso do Sul.;Prevenção;Outros estudos de prevenção;Pesquisa Observacional;PPSUS;Universidade Federal de Mato Grosso do Sul;UFMS;MS;25499,99;Finalizado;2022
221;2020;Vigilância em saúde e a pandemia da Covid-19 na região de fronteira: um estudo longitudinal para monitoramento das sequelas em pessoas idosas;Identificar o desenvolvimento de sequelas decorrentes da Covid-19 e seus fatores prognósticos em idosos residentes na região de fronteira de Mato Grosso do Sul.;Fortalecimento do SUS e Vigilância em Saúde;Epidemiologia;Pesquisa Observacional;PPSUS;Universidade Federal de Mato Grosso do Sul;UFMS;MS;26275;Finalizado;2022
222;2020;Recrutamento de acadêmicos para atuação no enfrentamento à Covid-19: análise do programa o brasil conta comigo;Analisar a percepção dos acadêmicos e supervisores sobre o programa O Brasil Conta Comigo como estratégia para o enfrentamento da Covid-19 e para o processo de formação.;Prevenção;Outros estudos de prevenção;Avaliações de Políticas;PPSUS;Escola de Saúde Pública do Distrito Federal;ESPDF;DF;9907,82;Finalizado;2022
223;2020;Epidemiologia do SARS-CoV-2/Covid-19 no mato grosso do sul: características clínicas, curso clínico e fatores de risco para morbimortalidade;Descrever o perfil epidemiológico e clínico dos casos de Covid-19 no estado de Mato Grosso do Sul, Brasil.;Fortalecimento do SUS e Vigilância em Saúde;Epidemiologia;Avaliação de Tecnologias em Saúde;PPSUS;Universidade Federal de Mato Grosso do Sul;UFMS;MS;29995,3;Finalizado;2022
224;2020;Cartografia e geoprocessamento aplicado à vigilância em saúde no enfrentamento da Covid-19 em três lagoas, no mato grosso do sul;O objetivo principal da pesquisa é aprimorar metodologias de análise espaço-temporal da Covid-19 no município de Três Lagoas de modo a auxiliar a gestão pública municipal na compreensão das características da dinâmica de dispersão da doença no município.;Fortalecimento do SUS e Vigilância em Saúde;Epidemiologia;Avaliação de Tecnologias em Saúde;PPSUS;Universidade Federal de Mato Grosso do Sul;UFMS;MS;17098,2;Finalizado;2022
225;2020;Avaliação da qualidade de saneantes a base de álcool adquiridos no comércio e hospitais públicos de campo grande - ms, empregados no combate à Covid-19;Avaliar da qualidade de desinfetantes e antissépticos a base de álcool, em amostras adquiridas no comércio local e hospitais públicos, empregados para a prevenção da Covid-19 sob o ponto de vista físico-químico e microbiológico.;Prevenção;Outros estudos de prevenção;Pesquisa Observacional;PPSUS;Universidade Federal de Mato Grosso do Sul;UFMS;MS;16380;Finalizado;2022
226;2020;Pesquisa de SARS-CoV-2 em doadores de sangue assintomáticos;Detectar material genético do SARS-CoV-2 e estimar a soroprevalência em doadores de sangue assintomáticos no Hemocentro de Dourados-MS;Prevenção;Outros estudos de prevenção;Pesquisa Observacional;PPSUS;Universidade Federal da Grande Dourados;UFGD;MS;26950;Finalizado;2022
227;2020;Estudo do envolvimento do estresse oxidativo em Covid-19: implicações genético-moleculares no prognóstico e farmacoterapia;Avaliar o status antioxidante, inflamação e infectividade no sangue de indivíduos com Covid-19 e correlacionar com com o prognóstico desses indivíduos.;Diagnóstico e Prognóstico;Fisiopatologia da Covid-19;Pesquisa Observacional;PPSUS;Universidade Federal de Mato Grosso do Sul;UFMS;MS;20325;Finalizado;2022
228;2020;Fatores de risco para Covid-19 e preditores de gravidade. estudo de coorte prospectiva de profissionais da saúde na linha de frente da pandemia;"Descrever o curso de infecção assintomática pelo SARS-Cov-2 e de Covid-19 em profissionais de saúdeassintomática pelo SARS-Cov-2 e de Covid-19 e 1) estimar a taxa de ataque da infecção pelo SARS-CoV-2 em profissionais de saúde de dois hospitais terciários de Campo Grande, MS;";Fortalecimento do SUS e Vigilância em Saúde;Epidemiologia;Pesquisa Observacional;PPSUS;Universidade Federal de Mato Grosso do Sul;UFMS;MS;26750;Finalizado;2022
229;2020;Desenvolvimento tecnológico de produtos desinfetantes/antissépticos contendo inga laurina para o enfrentamento e combate ao Covid-19;Desenvolver produtos tecnológicos a partir do extrato aquoso de Inga laurina (Sw.) Willd. com comprovada ação desinfetante e antisséptica para enfrentamento e combate a pandemia de Covid-19.;Prevenção;Outros estudos de prevenção;Outros;PPSUS;Universidade Federal de Mato Grosso do Sul;UFMS;MS;27535,98;Finalizado;2022
230;2020;Detecção do SARS-CoV-2 em espécimes de biópsias de tecidos por RT-qPCR. nova tecnologia para monitoramento e identificação de surtos de infecçãos e disseminação do vírus;Identificar a possível presença do vírus SARS-CoV-2 em amostras biópsias de mucosa oral e glândula salivar como estratégia para investigação retrospectiva do vírus e para o monitoramento de surtos e compreensão da evolução da diversidade do SARS-CoV-2.;Fortalecimento do SUS e Vigilância em Saúde;Epidemiologia;Pesquisa Observacional;PPSUS;Universidade Federal de Minas Gerais;UFMG;MG;86481,39;Finalizado;2022
231;2020;Algoritmo para manejo clínico da Covid-19 nos três níveis de atenção à saúde no SUS;Construir um algoritmo de manejo clínico da Covid-19 que considere a ponderação dos valores de preferências para variáveis clínicas, humanísticas e econômicas no cuidado da doença.;Tratamento;Manejo Clínico pacientes com COVID-19;Pesquisa Observacional;PPSUS;Universidade Federal de Juiz de Fora;UFJF;MG;28120;Finalizado;2022
232;2020;Epidemiologia da Covid-19: correlação com gravidade frente a tuberculose e avaliação de biomarcadores prognósticos no padrão imunológico desencadeado por antígenos peptídicos do SARS-CoV-2;Analisar o comportamento epidemiológico e espacial da Covid-19 correlacionando com comorbidades e biomarcadores prognósticos de susceptibilidade ou cura e a sobreposição à tuberculose, cruzando dados de casos leves, moderados e graves em indivíduos infectados pelo SARS-CoV-2.;Fortalecimento do SUS e Vigilância em Saúde;Epidemiologia;Pesquisa Observacional;PPSUS;Universidade Federal da Paraíba;UFPB;PB;80825;Finalizado;2022
233;2020;Reabilitação após Covid-19: implementação e avaliação de um programa de reabilitação e monitoramento de casos;"O objetivo geral da proposta é implementar e avaliar os efeitos de um programa de reabilitação para pacientes após infecção por Covid-19 no estado da Paraíba (PB), com foco maior na cidade de Campina Grande e cidades circunvizinhas.E os objetivos específicos inclUniversidade Estadual de Maringá: Traçar o perfil epidemiológico e sócio-demográfico dos pacientes envolvidos na pesquisa;Avaliar propriedades do sistema respiratório: prova de função pulmonar e força muscular respiratória, com o intuito de averiguar a presença de sequelas nesse sistema;Avaliar capacidade máxima e submáxima de exercício;Avaliar Qualidade de vida; Avaliar a saúde mental e estresse percebido nos participantes do estudo;Avaliar força muscular periférica pelo teste de preensão manual;Avaliar equilíbrio e sintomas músculos esqueléticos por meio de escalas específicas;Avaliar a aplicabilidade e uso da Plataforma eCOVID como instrumento para cadastro e rastreamento de casos de Covid-19;Implementar programa de Reabilitação Global nos pacientes que preencham os critérios de elegibilidade para entrarem no estudo;Avaliar a resposta do paciente nos seguintes âmbitos: funcionalidade global e sistema respiratório, capacidade submáxima de exercício e qualidade de vida após o tempo de reabilitação global determinado em avaliação inicial;Usar plano de análise estatística para associar variáveis e determinar os efeitos do programa nas variáveis já mencionadas acima.";Pós-covid;Condições Pós-Covid;Pesquisa Observacional;PPSUS;Universidade Estadual da Paraíba;UEPB;PB;25770;Finalizado;2022
234;2020;Tecnologia educacional para pessoas com diabetes mellitus: práticas de promoção da saúde e qualidade de vida durante e após a pandemia da Covid-19;"Elaborar uma tecnologia educacional para pessoas com diabetes mellitus no sentido de fortalecer as práticas de promoção da saúde e qualidade de vida durante e após a pandemia da Covid-19; Realizar a validação de uma tecnologia educacional junto a especialistas na área de diabetes e a pessoas que vivem com a doença.";Pós-covid;Condições Pós-Covid;Pesquisa Observacional;PPSUS;Universidade Federal de Campina Grande;UFCG;PB;14919;Finalizado;2022
235;2020;Acesso e qualidade da atenção primária à saúde digital na paraíba: percepção dos usuários;Avaliar o acesso e qualidade do cuidado ofertado aos usuários por meio de Tecnologia de Informação e Comunicação (TICs) na Paraíba no contexto da pandemia Sars-Covid-19.;Tratamento;Manejo Clínico pacientes com COVID-19;Pesquisa Observacional;PPSUS;Universidade Estadual da Paraíba;UEPB;PB;18550;Finalizado;2022
236;2020;Avaliação da linha de cuidado à pessoa idosa com Covid-19 em municípios paraibanos sedes de macrorregiões de saúde;Avaliar a Linha de Cuidado à Pessoa Idosa com Covid-19 em municípios paraibanos sedes de macrorregiões de saúde.;Tratamento;Manejo Clínico pacientes com COVID-19;Pesquisa Observacional;PPSUS;Universidade Federal de Campina Grande;UFCG;PB;4082;Finalizado;2022
237;2020;Enfrentamento da Covid-19 e a assistência materno-infantil;Avaliar o impacto da Covid-19 na assistência materna no pré-natal, parto e puerpério e seguimento da criança nos serviços de saúde dos municípios das Regionais de Saúde (RS) de Ponta Grossa (3ª RS), Foz do Iguaçu (9ª RS), Cascavel (10ª RS), Maringá (15ªRS) e Londrina (17ª RS).;Tratamento;Manejo Clínico pacientes com COVID-19;Pesquisa Observacional;PPSUS;Universidade Estadual do Oeste do Paraná;UNIOESTE;PR;230740;Finalizado;2022
238;2020;Synbiovac - uma plataforma de biologia sintética aplicada para o desenvolvimento de vacinas;Estabelecer uma plataforma de biologia sintética (SynBioVac) que permita a rápida obtenção de imunizantes para a produção de vacinas.;Tratamento;Medicamentos;Pesquisa Translacional;PPSUS;Universidade Federal do Paraná;UFPR;PR;150000;Finalizado;2022
239;2020;Tratamentos, fatores clínicos e demográficos com melhor impacto na evolução da perda de olfato e paladar aguda ou crônica da Covid-19 de pacientes com asma, dpoc, rinite alérgica e rinossinusite crônica atendidos em hospital universitário.;O presente projeto tem como objetivo identificar quais tratamentos, fatores demográficos, clínicos e laboratoriais de pacientes portadores de asma, doença pulmonar obstrutiva crônica (DPOC), rinite alérgica e rinossinusite crônica que foram infectados pela Covid-19 apresentaram melhor efeito na recuperação dos distúrbios de olfato e paladar decorrentes dessa doença. Divulgar os resultados às autoridades competentes para disponibilizar de forma mais abrangente e rápida no Sistema Único de Saúde as medicações que se mostraram mais efetivas para essas alterações. Determinar o efeito dos fármacos utilizados no tratamento da fase aguda e crônica da Covid-19 na função olfativa e gustatória de pacientes com asma, DPOC, rinite alérgica e rinossinusite crônica.;Pós-covid;Condições Pós-Covid;Pesquisa Observacional;PPSUS;Universidade Estadual de Londrina;UEL;PR;150000;Finalizado;2022
240;2020;Perfil imunológico e cinética viral de pacientes onco-hematológicos com Covid-19;Monitorar o perfil clínico e imunológico (citocinas), carga viral e resposta imune humoral dos pacientes com neoplasias malignas sólidas e hematológicas com infecção por SARS-Cov2.;Tratamento;Manejo Clínico pacientes com COVID-19;Pesquisa Observacional;PPSUS;Fundação Oswaldo Cruz;FIOCRUZ;PR;262336,02;Finalizado;2022
241;2020;Enfrentamento à Covid-19 em usuários do SUS com doenças crônicas não transmissíveis do município de guarapuava/pr: estratégias baseadas em subgrupos de atendimento presencial, telefisioterapia e tecnologias de auto-manejo.;Monitoramento, avaliação e reabilitação pós-covid de indivíduos com DCNTs.;Tratamento;Manejo Clínico pacientes com COVID-19;Pesquisa Observacional;PPSUS;Universidade Estadual do Centro-Oeste;UNICENTRO;PR;42319,16;Finalizado;2022
242;2020;Bench to bedside: avaliação epigenômica e SUSceptibilidade de pacientes com dpoc acometidos pela Covid-19 no estado do paraná;Avaliar o perfil de metilação e diferencial de miRNA que favorecem ou protegem o paciente das formas mais graves da Covid-19.;Tratamento;Manejo Clínico pacientes com COVID-19;Pesquisa Observacional;PPSUS;Universidade Federal do Paraná;UFPR;PR;100000;Finalizado;2022
243;2020;Desenvolvimento de insumos e plataformas diagnósticas para o enfrentamento da pandemia de Covid-19;Desenvolver e validar insumos e testes para o diagnóstico sorológico por IFI, diagnóstico post-mortem por IHQ e para detecção de anticorpos neutralizantes por imagem em larga escala para infecções por SARS-CoV-2.;Diagnóstico e Prognóstico;Desenvolvimento de Testes;Outros;PPSUS;Fundação Oswaldo Cruz;FIOCRUZ;PR;242287;Finalizado;2022
244;2020;Efeitos de um modelo multiprofissional de intervenção em parâmetros biopsicossociais de pessoas com obesidade pós-covid;Investigar os efeitos de uma intervenção multiprofissional em parâmetros biopsicossociais de pessoas com obesidade, após alta da Covid-19 com diferentes graus de comprometimento.;Tratamento;Manejo Clínico pacientes com COVID-19;Pesquisa Não Clínica;PPSUS;Instituto Cesumar de Ciência, Tecnologia e Inovação;ICETI ;PR;295536,83;Finalizado;2022
245;2020;Ações estratégicas na atenção primária para pessoas idosas com doenças crônicas não transmissíveis que desenvolveram Covid-19.;Avaliar a presença e a extensão dos atributos da Atenção Primária à Saúde (APS) aos idosos, com doenças crônicas não transmissíveis, que desenvolveram a forma grave da Covid-19.;Tratamento;Manejo Clínico pacientes com COVID-19;Pesquisa Observacional;PPSUS;Universidade Estadual de Maringá;UEM;PR;133620;Finalizado;2022
246;2020;Biomarcadores para triagem e monitoramento em pacientes diabéticos infectados por Covid-19;Identificar marcadores laboratoriais e moleculares para triagem e monitoramento de pacientes diabéticos infectados com Covid-19, em fase inicial e na fase severa do processo patológico.;Tratamento;Manejo Clínico pacientes com COVID-19;Pesquisa Observacional;PPSUS;Universidade Federal do Paraná;UFPR;PR;150000;Finalizado;2022
247;2020;Bioprospecção de inibidores do sítio catalítico plpro de SARS-CoV-2 em biblioteca metagenômica da mata atlântica paranaense: potencialidade de uso no manejo da Covid-19.;Estabelecer ensaio enzimático baseado em placas escavadas em que a atividade deubiquitinase de USP2 possa ser avaliada. Varrer biblioteca metagenômica da Mata Atlântica paranaense na busca de metabólitos capazes de inibir a atividade deubiquinase. Caracterizar os genes das colônias secretoras de metabólitos inibidores através de sequenciamento gênico. Caracterizar preliminarmente os metabolitos inibidores secretados e verificar seu potencial de uso contra o SARS-CoV-2. Proteger adequadamente as moléculas isoladas através de patentes.;Tratamento;Medicamentos;Pesquisa Pré-Clínica;PPSUS;Universidade Federal do Paraná;UFPR;PR;72525,92;Finalizado;2022
248;2020;Desenvolvimento de teste sorológico (elisa) e de plataforma de triagem de drogas em larga escala para o SARS-CoV-2.;O objetivo desta proposta é desenvolver um ensaio sorológico (ELISA) e aplicar novas tecnologias em genética reversa viral de coronavírus para desenvolvimento de uma plataforma de triagem e identificação de drogas com atividade antiviral contra o SARS-CoV-2.;Diagnóstico e Prognóstico;Desenvolvimento de Testes;Pesquisa Translacional;PPSUS;Fundação Oswaldo Cruz;FIOCRUZ;PR;96000;Finalizado;2022
249;2020;Aprendizagem de máquina aplicada no diagnóstico da Covid-19;Neste projeto propomos o emprego de técnicas de aprendizagem de máquina (AM) aplicadas ao DCP para desenhar Nbs que se ligUniversidade Estadual de Maringá, com alta afinidade pela proteína domínio de ligação, ao domínio de ligação ao receptor (RBD, da língua inglesa, receptor binding domain) de SARS-CoV-2 para sua utilização no diagnóstico de infecção por Covid-19 em fase aguda. O RBD está localizado no glicoproteína homotrimérica de espícula, que se encontra no vírion de SARS-CoV-2, e é responsável pela entrada viral ao ligar-se à enzima conversora da angiotensina (ACE2) presente nas células humanas. Postulamos, portanto, que dada a presença de partículas virais de SARS-CoV-2 em pacientes infectados, a detecção destas pode ser realizada através da quantificação da interação entre os Nbs desenhados e a proteína de espícula presente nos pacientes. A produção e avaliação imunológica destas proteínas, fora do escopo deste projeto, será realizada por colaboradores no departamento de virologia do Instituto Aggeu Magalhães - FIOCRUZ/PE (o qual dispõe projeto vigente para a realização dos experimentos, financiado pelo Programa INOVA Fiocruz - Ideias Inovadoras).;Diagnóstico e Prognóstico;Desenvolvimento de Testes;Pesquisa Translacional;PPSUS;Centro de Estudos e Sistemas Avançados do Recife;CESAR;PE;80000;Finalizado;2022
250;2020;Aprimoramento de um dispositivo de inovação tecnológica para o diagnóstico de alteração do padrão respiratório e monitoramento de disfunções respiratórias no pós-covid;Para este projeto, nesta fase da evolução da tecnologia, o objetivo é aprimorar o dispositivo eletrônico, conceitualmente e tecnicamente, para uso em pacientes acometidos por Covid-19. Também são objetivos do estudo utilizar o dispositivo como ferramenta de avaliação quali e quantitativa do padrão respiratório, descrever a sua acurácia no diagnóstico de disfunções do padrão respiratório e desenvolver um algoritmo de detecção automática de alterações de variáveis funcionais da respiração e desenvolvimento de módulo voltado a reeducação ventilatória para indivíduos acometidos pelo Coronavírus.;Pós-covid;Condições Pós-Covid;Pesquisa Translacional;PPSUS;Universidade Federal de Pernambuco;UFPE;PE;192359,94;Finalizado;2022
251;2020;Enfrentamento da Covid-19: investigação da história natural e avaliação de novos biomarcadores de diagnóstico e manejo clínico;Descrever a história natural do novo coronavírus SARS-CoV-2 no Brasil.;Tratamento;Manejo Clínico pacientes com COVID-19;Pesquisa Observacional;PPSUS;Universidade Federal de Pernambuco;UFPE;PE;90000;Finalizado;2022
252;2020;Estudo de viabilidade e implementação de dispositivo para diagnóstico do SARS-CoV-2 utilizando espectroscopia NIR;Este projeto tem como objetivo o desenvolvimento de um sistema para diagnóstico da SARS-CoV-2 baseado no uso combinado da espectroscopia VIS-NIR com algoritmos computacionais inteligentes.;Diagnóstico e Prognóstico;Desenvolvimento de Testes;Pesquisa Translacional;PPSUS;Universidade Federal do Vale do São Francisco;UNIVASF;PE;86260;Finalizado;2022
253;2020;Produção e ensaio pré-clínico de vacinas candidatas contra o SARS-CoV-2;Desenvolvimento de uma aboradagem vacinal baseada em imunização com a célula toda (Whole Cell Vaccine) baseada em vacina de DNA carreada pela levedura P. pastoris (Whole Yeast Vaccine) e em levedura ancorando antígeno vacinal na sua parede celular (Yeast Display Vaccine).;Tratamento;Medicamentos;Pesquisa Pré-Clínica;PPSUS;Universidade Federal de Pernambuco;UFPE;PE;147600;Finalizado;2022
254;2020;Eficácia de um protocolo de vibração de corpo inteiro sobre a capacidade funcional, força e espessura muscular, risco de quedas, funcionalidade, equilíbrio, variabilidade da frequência cardíaca, estresse pós-traumático e qualidade de vida de pacientes pós-covid;Caracterizar a amostra de pacientes que tiveram a Covid-19 quanto aos dados antropométricos, sociodemográficos, clínicos, composição corporal e nível de atividade física.;Pós-covid;Condições Pós-Covid;Pesquisa Observacional;PPSUS;Universidade Federal de Pernambuco;UFPE;PE;37780;Finalizado;2022
255;2020;Investigação clínica e imunológica de pacientes recuperados de Covid-19 para a compreensão dos fatores biológicos que favorecem a síndrome pós-covid;Investigar o perfil clínico e imunológico de pacientes curados da Covid-19 e que apresentam a síndrome pós-covid;Pós-covid;Condições Pós-Covid;Outros;PPSUS;Universidade Federal de Pernambuco;UFPE;PE;47200;Finalizado;2022
256;2020;Identificação e caracterização de epítopos de células t e b e avaliação da capacidade neutralizante de anticorpos contra o SARS-CoV-2.;Identificar e caracterizar os epítopos de células T e B e avaliar a capacidade neutralizante de anticorpos contra o SARS-CoV-2.;Tratamento;Medicamentos;Pesquisa Pré-Clínica;PPSUS;Fundação Oswaldo Cruz;FIOCRUZ;PR;185760;Finalizado;2022
257;2020;Análise da mortalidade materna, fetal e infantil por Covid-19 no estado de pernambuco;Analisar os aspectos epidemiológicos, clínicos, assistenciais e a distribuição espacial dos óbitos maternos, fetais e infantis por Covid-19 no estado de Pernambuco.;Fortalecimento do SUS e Vigilância em Saúde;Epidemiologia;Pesquisa Observacional;PPSUS;Fundação Joaquim Nabuco;FUNDAJ;PE;22140;Finalizado;2022
258;2020;Contribuição de moléculas/genes de histocompatibilidade,receptores, citocinas e fatores pós-transcricionais na patogênese e evolução da infecção por coronavírus (SARS-CoV-2) em gestantes e recém-nascidos.;Estudar Covid-19 na gestação: definir a prevalência e a resposta imunológica ao SARS-CoV-2 de gestantes com ou sem comorbidades e o impacto no neonato.;Prevenção;Outros estudos de prevenção;Outros;PPSUS;Fundação Oswaldo Cruz;FIOCRUZ;PR;149000;Finalizado;2022
259;2020;Derramamento de petróleo no litoral de pernambuco: analisando as vulnerabilidades socioambientais para a vigilância em saúde e reparação social;Analisar vulnerabilidades socioambientais e de saúde de povos tradicionais da pesca artesanal expostas ao petróleo bruto, no contexto da pandemia de Covid-19 no litoral de Pernambuco, na perspectiva da vigilância em saúde, para a produção de tecnologias de saúde e a reparação comunitária integral.;Fortalecimento do SUS e Vigilância em Saúde;Epidemiologia;Pesquisa Observacional;PPSUS;Fundação Oswaldo Cruz;FIOCRUZ;PR;124288,88;Finalizado;2022
260;2020;Soroprevalência de infecção por SARS-CoV-2 e fatores associados em pessoas privadas de liberdade;Estimar a soroprovalência de infecção por SARS-CoV-2 e fatores associados em pessoas privadas de liberdade.;Fortalecimento do SUS e Vigilância em Saúde;Epidemiologia;Pesquisa Observacional;PPSUS;Universidade Federal do Piauí;UFPI;PI;50000;Finalizado;2022
261;2020;Inovadores testes diagnósticos imunológicos rápidos e específicos para SARS-CoV-2 usando proteínas multi-epítopos engenharizadas, para diagnóstico pré e pós vacinação;"Mapear imunologicamente o genoma completo do vírus Covid-19 e desenvolver inovativos testes imunologicamente específicos e rápidos usando uma abordagem inovadora de clonagem e expressão de antígenos para diagnóstico precoce, tardio e estudos pós vacinação do agravo. Objetivos específicos: (1)Mapear os epitopos IgM, IgG e IgA de todas as 25-29 proteínas do Conv-19, através de microarranjos de peptídeos de alta performance (etapa parcialmente concluida). Os epitopos IgM, IgG e IgA de douze proteínas já foram mapeadas e váriso epitopos selecionados; (2)Selecionar os epitopos específicos, robustos e de alta afinidade, através de ferramentas de bioinformática e de informações físico-químicas; (3) Sintetizar peptídeos multiméricos (MAPs) e simples para estudos imunológicos por ELISA e determinação das constantes de afinidade; (4) Produzir proteínas recombinantes (receptáculo proteico), contendo até 15 epitopos robustos reconhecidos por anticorpos de cada classe de Ig, através de procedimento patenteado por nosso grupo; (5) Reavaliar a especificada e propriedades dos epitopos selecionados por ELISA-proteína usando banco de soro de laboratórios referência de diversos agravos e Covid-19; (6) Síntese de quantum dots fluorescente contendo as proteínas recombinantes associadas; (7) Desenvolver testes imunológicos rápidos e inovadores (Imunocromatografia e ILUMINA-QD) usando as proteínas recombinantes multi-epítopos. Os testes IC iniciais estão sendo realizados em colaboração com IBM Paraná, entretanto recentemente adquirimos um sistema completo de construção de testes IC que amplificarão a nossa capacidade de trabalho; (8) Validar os testes em larga escala e comparar a acurácia com outros teste disponíveis comercialmente.";Diagnóstico e Prognóstico;Desenvolvimento de Testes;Pesquisa Pré-Clínica;PPSUS;Fundação Oswaldo Cruz;FIOCRUZ;PR;664919,66;Finalizado;2022
262;2020;Identificação de biomarcadores sanguíneos ultrassensíveis dos impactos neurológicos da Covid-19;Usando a tecnologia de Sistema de Análise e Imagem Digital Ultrassensível de Biomarcadores (Single Molecule Array Technology, SIMOA), iremos estabelecer biomarcadores sanguíneos moleculares ultrassensíveis de infecção, inflamação e degeneração do sistema nervoso central relacionados a danos neurológicos agudos e tardios de pacientes com Covid-19 de forma minimamente invasiva.;Pós-covid;Condições Pós-Covid;Pesquisa Não Clínica;PPSUS;Universidade Federal do Rio de Janeiro;UFRJ;RJ;140213,88;Finalizado;2022
263;2020;Infecção por SARS-CoV-2: aspectos epidemiológicos dos casos de síndrome inflamatória multissistêmica pediátrica (sim-p);Este estudo visa investigar a ocorrência de Síndrome Inflamatória Multissistêmica em pacientes pediátricos (SIM-P) diagnosticados com SARS-CoV-2.;Fortalecimento do SUS e Vigilância em Saúde;Epidemiologia;Pesquisa Observacional;PPSUS;Universidade Federal do Rio de Janeiro;UFRJ;RJ;24125,9;Finalizado;2022
264;2020;Saúde única na Covid-19: o engajamento comunitário e a promoção da saúde inclusiva no combate a pandemia;Elaborar atividades e material educacional inclusivo para utilização on-line e presencial, de forma itinerante, que permitam entendimento da Pandemia da Covid-19, em contexto de saúde única, para melhor adesão às medidas profiláticas em comunidades escolares de baixa renda, bem como para aperfeiçoamento de agentes comunitários de saúde e ACS-mirins.;Prevenção;Outros estudos de prevenção;Outros;PPSUS;Fundação Oswaldo Cruz;FIOCRUZ;PR;185312,72;Finalizado;2022
265;2020;Perfil imunogenético e proteômico na severidade da Covid-19: diagnóstico multifuncional;Identificação de fatores de risco genéticos e moleculares associados a formas graves da Covid-19 para viabilizar a identificação precoce destes pacientes. Os objetivos específicos inclUniversidade Estadual de Maringá.;Tratamento;Manejo Clínico pacientes com COVID-19;Pesquisa Não Clínica;PPSUS;Universidade Federal do Rio de Janeiro;UFRJ;RJ;267740,41;Finalizado;2022
266;2020;O papel dos níveis de cd33 na resiliência aos comportamentos suicida e autolesivo durante e após a pandemia da Covid-19 e sua relevância na elaboração de novos protocolos para o sistema único de saúde (SUS);O objetivo geral do estudo é avaliar uma prática de tratamento e prevenção que visa reduzir a morbidade e mortalidade associadas à tentativa e suicídio consumado, e aumentar a conscientização sobre suicídio, comportamentos suicidas e saúde mental em diferentes contextos culturais e sociais.;Projetos Transversais;Impactos na Saúde Mental;Outros;PPSUS;Universidade Federal do Rio Grande do Sul;UFRGS;RS;148269,71;Finalizado;2022
267;2020;Estudo de biomarcadores séricos na Covid-19 possivelmente associados com a severidade da apresentação clínica;Investigar em pacientes adultos com diagnóstico de Covid-19, com uma história de doença inflamatória crônica (particularmente obesidade e diabetes mellitus), os niveis séricos das proteínas SAA, S100B e IL-6, na internação (isto é, quando o paciente com Covid-19 tem uma disfunção respiratória que exige mais atenção). Avaliar esses parâmetros e relacioná-los com o estado clínico, 4-7 dias depois da internação, isto é, no período quando muitos pacientes pioram e exigem um cuidado intensivo (na UTI). Tornar a investigar esses parâmetros 4-7 dias após a internação na UTI, buscando relacioná-los com o estado clínico do paciente.;Tratamento;Manejo Clínico pacientes com COVID-19;Outros;PPSUS;Universidade Federal do Rio Grande do Sul;UFRGS;RS;147600;Finalizado;2022
268;2020;Produção de insumos baseados em bactérias recombinantes e desenvolvimento de metodologias para sua aplicação no diagnóstico da Covid-19;Produção de insumos baseados em bactérias recombinantes e desenvolvimento de metodologias para sua aplicação no diagnóstico da Covid-19.;Diagnóstico e Prognóstico;Desenvolvimento de Testes;Pesquisa Pré-Clínica;PPSUS;Universidade Federal do Rio Grande do Sul;UFRGS;RS;136935;Finalizado;2022
